,XGBoost
Train_AIC,1023.796261638403
Train_Accuracy,0.7730923694779116
Train_BIC,1063.0262396990797
Train_F1-Score,0.77079107505071
Train_Precision,0.892018779342723
Train_ROC_AUC_Score,0.8962975098296199
Train_Recall,0.6785714285714286
