,Logistic
Accumulated_Returns_%,-10.585541343634297
Sharpe_Ratio,-1.4725044505352887
Information_Ratio,-0.1048491836608495
Sortino_Ratio,-0.9105743826145123
Maximum_Drawdown,9.022930084022995
Volatility,10.641886799518256
