,LightGBM
Accumulated_Returns_%,7.302627013507301
Sharpe_Ratio,0.28074729362973716
Information_Ratio,0.727504745243106
Sortino_Ratio,0.25723346008668163
Maximum_Drawdown,4.1860628937306466
Volatility,8.409869242512526
