,RandomForest
Accumulated_Returns_%,3.3661444260411066
Sharpe_Ratio,-0.24319055051212535
Information_Ratio,0.5301842565611765
Sortino_Ratio,-0.08299312668546882
Maximum_Drawdown,5.143108397093599
Volatility,6.607684448127618
