,ARIMA
Accumulated_Returns_%,-7.527322634676548
Sharpe_Ratio,-0.5442221124256279
Information_Ratio,0.33450709106618975
Sortino_Ratio,-0.8202820380194545
Maximum_Drawdown,12.943997133636476
Volatility,23.12941890517935
