Unnamed: 0,ANN,Ensemble_Stacking,Ensemble_Voting,LightGBM,Logistic,LSTM,RandomForest,XGBoost
Train_AIC,1446104.5299314645,1364.6376046919468,1315.5964638231408,1303.4719090319277,1374.7108737589158,0.0,1298.0673886325285,1313.3503310084343
Train_Accuracy,0.606425702811245,0.4377510040160642,0.5401606425702812,0.5933734939759037,0.464859437751004,0.9116465863453816,0.4819277108433735,0.5933734939759037
Train_BIC,1446143.759909525,1403.8675827526235,1354.8264418838176,1342.7018870926045,1413.9408518195926,0.0,1337.2973666932053,1352.580309069111
Train_F1-Score,0.5991820040899796,0.0,0.3343023255813953,0.5252051582649472,0.2524544179523142,0.9180633147113596,0.1513157894736841,0.5054945054945055
Train_Precision,0.7009569377990431,0.0,0.8984375,0.764505119453925,0.5882352941176471,0.9591439688715954,0.9583333333333334,0.7992277992277992
Train_ROC_AUC_Score,0.6753030799475754,0.7056888925294889,0.7482634338138925,0.7053899082568807,0.5525516055045872,0.9836009174311926,0.7827408256880733,0.7125593872870248
Train_Recall,0.5232142857142857,0.0,0.2053571428571428,0.4,0.1607142857142857,0.8803571428571428,0.0821428571428571,0.3696428571428571
