VOO,^VIX,RSI,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,target
-0.8130064148131666,5.604384503836712,0.7207650388311609,2.2814655703145448,2.2691435655258108,-8.24106136538365,-5.0054628308458415,-6.018528800463541,-9.043080009052273,-1.1299533018332308,0
-0.04492494121777213,-3.25133406800302,0.7515148945188995,5.604384503836712,2.2814655703145448,2.2691435655258108,-8.24106136538365,-5.0054628308458415,-6.018528800463541,-9.043080009052273,0
-1.3732521220379823,9.78661788131201,0.8730791608718543,-3.25133406800302,5.604384503836712,2.2814655703145448,2.2691435655258108,-8.24106136538365,-5.0054628308458415,-6.018528800463541,0
0.25633431780800464,-1.003914187828503,1.0126603593384202,9.78661788131201,-3.25133406800302,5.604384503836712,2.2814655703145448,2.2691435655258108,-8.24106136538365,-5.0054628308458415,1
1.022969941340346,-9.396581506517343,1.1331422901159787,-1.003914187828503,9.78661788131201,-3.25133406800302,5.604384503836712,2.2814655703145448,2.2691435655258108,-8.24106136538365,1
0.10619779317861955,-5.246068120967307,0.7761874799518538,-9.396581506517343,-1.003914187828503,9.78661788131201,-3.25133406800302,5.604384503836712,2.2814655703145448,2.2691435655258108,1
-0.8199462546329528,3.318750364910672,0.9148663459762516,-5.246068120967307,-9.396581506517343,-1.003914187828503,9.78661788131201,-3.25133406800302,5.604384503836712,2.2814655703145448,0
0.21385662951960427,-2.800950342658215,0.866200452839989,3.318750364910672,-5.246068120967307,-9.396581506517343,-1.003914187828503,9.78661788131201,-3.25133406800302,5.604384503836712,1
-0.6842417606062412,3.0517339294898527,0.8372561263118607,-2.800950342658215,3.318750364910672,-5.246068120967307,-9.396581506517343,-1.003914187828503,9.78661788131201,-3.25133406800302,0
-0.23602836205602884,-0.4392893713193846,0.8564319650567453,3.0517339294898527,-2.800950342658215,3.318750364910672,-5.246068120967307,-9.396581506517343,-1.003914187828503,9.78661788131201,0
1.3179270213075966,-7.372095769828979,0.9914689767344607,-0.4392893713193846,3.0517339294898527,-2.800950342658215,3.318750364910672,-5.246068120967307,-9.396581506517343,-1.003914187828503,1
0.31047528232655,-0.13550447502601592,0.9293136743813668,-7.372095769828979,-0.4392893713193846,3.0517339294898527,-2.800950342658215,3.318750364910672,-5.246068120967307,-9.396581506517343,1
-0.004103892624307548,-0.27155455792149397,1.1834009531933651,-0.13550447502601592,-7.372095769828979,-0.4392893713193846,3.0517339294898527,-2.800950342658215,3.318750364910672,-5.246068120967307,0
0.9661124298445678,-9.178139997798551,1.4465651995182955,-0.27155455792149397,-0.13550447502601592,-7.372095769828979,-0.4392893713193846,3.0517339294898527,-2.800950342658215,3.318750364910672,1
0.9328634857655338,-1.4259193702193418,1.3915619642011887,-9.178139997798551,-0.27155455792149397,-0.13550447502601592,-7.372095769828979,-0.4392893713193846,3.0517339294898527,-2.800950342658215,1
