Eval_metric,ANN,Ensemble_Stacking,Ensemble_Voting,LightGBM,Logistic,LSTM,RandomForest,XGBoost
Accumulated_Returns_%,-7.0600162585694015,0.0,5.5095450744977015,13.70631413412058,-10.20723272658115,-11.721810551838184,-2.274787130516387,9.65039148143605
Sharpe_Ratio,-0.7788502163999751,-inf,0.0818791239992717,0.6715000924610913,-1.339658527059524,-1.0598449672409678,-1.4775131487546942,0.395582813507532
Information_Ratio,0.0788209951656103,0.3632593929661505,0.6280373726189872,1.157095754947336,-0.0880851842227273,-0.1936808863307598,0.2712607436876048,0.9084079201297648
Sortino_Ratio,-0.8346813832663547,,0.0541483488119107,0.5879906419409479,-0.8393750511819276,-1.0718560576837723,-0.6429144987534227,0.2868911060197033
Maximum_Drawdown,7.995752818049517,0.0,4.539325872812139,7.629390933486668,9.088920174487836,9.554894169959738,4.910013388343337,6.440270183272467
Volatility,15.55690187086702,0.0,6.761447949768095,13.128761628136878,11.412528102927888,15.86607999850008,4.935986819276249,11.950960587415716
