Unnamed: 0,ANN,Ensemble_Stacking,Ensemble_Voting,LightGBM,Logistic,LSTM,RandomForest,XGBoost
Train_Accuracy,0.6265060240963856,0.4377510040160642,0.5401606425702812,0.5933734939759037,0.464859437751004,0.6345381526104418,0.4819277108433735,0.5933734939759037
Train_F1-Score,0.6025641025641025,0.0,0.3343023255813953,0.5252051582649472,0.2524544179523142,0.6077586206896551,0.1513157894736841,0.5054945054945055
Train_Precision,0.75,0.0,0.8984375,0.764505119453925,0.5882352941176471,0.7663043478260869,0.9583333333333334,0.7992277992277992
Train_ROC_AUC_Score,0.6949090760157274,0.7056888925294889,0.7482634338138925,0.7053899082568807,0.5525516055045872,0.711959370904325,0.7827408256880733,0.7125593872870248
Train_Recall,0.5035714285714286,0.0,0.2053571428571428,0.4,0.1607142857142857,0.5035714285714286,0.0821428571428571,0.3696428571428571
